Link,Username,Description,Likes,Comments,Location
https://www.instagram.com/p/Crd7WDuMRWc/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",6,0,None
https://www.instagram.com/p/Crd7M8PMtG8/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",1,0,None
https://www.instagram.com/p/Crd7UEUMBhR/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",1,0,None
https://www.instagram.com/p/Crd7X61MmjY/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",3,0,None
https://www.instagram.com/p/Crd7RzJsRhb/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",2,0,None
https://www.instagram.com/p/Crd7PuQMbR9/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",0,0,None
https://www.instagram.com/p/Crd7E_wspdF/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",1,0,None
https://www.instagram.com/p/Crd6_fQshAY/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",0,0,None
https://www.instagram.com/p/Crd7BjTsrox/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",0,0,None
https://www.instagram.com/p/Crd69Dus0nq/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",0,0,None
https://www.instagram.com/p/Crd61bbMVCD/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",2,0,None
https://www.instagram.com/p/Crd639aM3-u/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",1,0,None
https://www.instagram.com/p/Crd66qXsha7/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",2,0,None
https://www.instagram.com/p/Crd60eltVD7/,mattihelimo,Jääkiekon finaalitunnelmissa Lahden kaupungin vieraana. @PelicansFi huomioi hienosti Ukrainan ja suurlähettilään Olga Dibrovan. Maan vaikea tilanne ei saa unohtua. @jyrihakamies tietysti koti- ja minä vierasjoukkueen puolella. #liiga #Tappara #Tampere #slavaukraini,36,0,Isku Areena
https://www.instagram.com/p/Crd6jqVsUEB/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",2,0,None
https://www.instagram.com/p/Crd6qyksJS1/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",0,0,None
https://www.instagram.com/p/Crd6YeNt5T2/,franco.m.tonelli,"78 anni fa la Liberazione dell'Italia dalla dittatura.
Ma in Europa si combatte ancora...
Il popolo ucraino sta resistendo da 14 mesi all' invasione russa.
Continuano a combattere per la loro e per la nostra libertà.
Non dimentichiamolo mai.

#slavaukraini",7,1,None
https://www.instagram.com/p/Crd6K8ftJWc/,romenatic85,"Neue Single kommt. Sie heißt ""Kalyna"". Es wird deep, es wird emotional, es wird der für mich wichtigste Song seit Langem.

Release ist am 12.5. Pre-Save-Link ist in der Bio.

#freeukraine #standwithukraine #stopwar #stopputin #ukraine #weareallinthistogether #stopinvasione #staystrongukraine #peace #peaceforukraine #slavaukraini #🇺🇦 #stopthewar #stopwarinukraine #ukrainerap #supportukraine #ukrainesupport #helpukraine #lyrics #message #musicforhope #deutscherrap #deutscherhiphop #rapforrefugees #statements #straightfromtheheart #freedom #kalyna #undergroundrap",26,2,None
https://www.instagram.com/p/Crd6H1oIOmg/,flavien_1980,"Un printemps avec un petit air d'Europe de l'Est
20/04/2023 - Beaumont sur Sarthe
#beaumontsursarthe #slavaukraini #ukraine 
#nature #photography",2,0,None
https://www.instagram.com/p/Crd56lBsx8L/,our.ukr,"Gold 🏅 medal in Snatch for Ukraine! Iryna Dekha lifts 3 good lifts! Watch her snatching 122KG during the Women 81KG A Group at 2022 IWF WWC! Congratulations, we love the celebration #ukraine #ukraniangirl #ukranian #slavaukraini #freedoom #fitnessmotivation #sport",2,1,Ukraina
https://www.instagram.com/p/Crd4hG_s0yK/,ciarauna,Exploring the new neighbourhood. #dublin #blueskies #slavaukraini #adventures,4,0,None
https://www.instagram.com/p/Crd4ivqMSpH/,jack.prandi,"Insieme per celebrare l’anniversario della Liberazione dell’Italia dal nazifascimo e per manifestare il nostro supporto al popolo ucraino, possa anch’esso conquistare presto la sua libertà

#25Aprile #FestaDeLiberazione #Resistenza #SlavaUkraini

@italiaviva @piueuropa_cn",40,3,Alba
https://www.instagram.com/p/Crd4IVTs57P/,our.ukr,The President of Ukraine #vladimirzelenskiy @olenazelenska_official #slavaukraini #war #ukraine #ourukr #kiev #bakhmout #kharkov #kherson #odessa #zhytomyr,1,0,Europe
https://www.instagram.com/p/Crd3s6UoHDv/,loose.canon.6tr,"@Hey folks!

This week's show is now uploaded to SoundCloud, just for you - go see! :-) xyz

Loose Canon Playlist – Monday 24th April 2023 (#478)

The Breeders – S.O.S.
Pavement – Wanna Mess You Around
Die Letzten Ecken – Herbstzeitlose
@glasnost69 – Be The Movement
@teendriverband – Sadvertising
@slot.mp3 – Drusilla
Die Letzten Ecken – Rasender Stillstand
Salem Trials – Bad Milk Blood
Transporter – Engel
@bzdet_ – Znowu
Die Letzten Ecken – Der Ritter
@vazum_ – Gallows
Pescere O Non Pescere – Il Testo E Cacca
@samecatsdifferentday – Now That's What I Call Dysphoria Volume 7
Die Letzten Ecken – Zirkus
@godcasterband – Deaths Head Eyed Hawk Moth
@josiewreck – Immolation
@theshiningtongues – I Eat Rubbish
Die Letzten Ecken – Brennender Kummer
Legless Trials – I Wanna Do Me
Why Bother? - Eyes Everywhere
@25inbome_pdx – Machinist
Die Letzten Ecken – Traumerei
Glaas – Crossfire
@hanoihardcore – Ennyi Volt
@goblindaycare – Coup De Grace!
Die Letzten Ecken – Geheimnis
@volksoup – Billionaire
@lucy_kruger – Howl
saneLIV – Waking Whisper

The featured album was Die Letzten Ecken's 'Talisman' (via @billo.tontraeger and @staticagemusik).

@cruelcityrecords @syfrecords @ramp_local_ @auraldispleasure 

Link in Bio.

#postpunk #punk #coldwave #nowave #noiserock #shoegaze #indie #experimental #SlavaUkraini",10,0,None
https://www.instagram.com/p/Crd3PfKoZnt/,alliesavesxmas,"I'm still thinking about this show a week later.... It is near essential you see @dakhabrakha
when they come to a city near you.  #slavaukraini #hopeforukraine",8,0,Band on the Wall
https://www.instagram.com/p/CrdzrSmox1K/,jacobeatfreak,"#deathtoputin, #slavaukraini, #killfascists, #russia",1,1,None
https://www.instagram.com/p/Crdz3w9qSHU/,f.capture,"Absinthe moment … 
#cracovie #absynthe #absinthe #polish #pologne #pologne🇵🇱 #family #holiday #holidays #travel #travelphotography #krakow #poland #poland🇵🇱 #slavaukraini",31,0,Domówka Cafe
https://www.instagram.com/p/CrdzE78MUjs/,35johan,"Was a short round at higher speed today.  Thighs felt tough and tired.  Tried to wake them up with some rushes but no success!

🇺🇦🏃🏻‍♂️🇸🇪🏃🏻‍♂️🇺🇦🏃🏻‍♂️🇸🇪
#running #workout #getfit #instarunners #fitover40 #healthy #träna #springa #tungt #insta_fitness #löpning #pannben #svettigt #snygg #muscles #training #fitness  #nevergiveup #gefanaldrigupp #löpningärkul #cute #fitover50 #slavaukraini #fuckputin #standupforukraine #investment #runner #workout",10,1,None
https://www.instagram.com/p/CrdyMnUMG0u/,alinelbk,💙🌻🌻💛 #standwithukraine #ukraine #stoprussia #paris #kyiv #europe #stopputin #russiaisaterroriststate #slavaukraini #lci,66,4,LCI - La Chaîne Info
https://www.instagram.com/p/Crdx2MNoAkA/,ovinopasquale,"Bela ciao, bela ciao, bela ciao Ciao CIAO

#bellaciao #25aprile #liberazione #slavaukraini #putinwarcriminal #partigiano #partisan #antifascism #antifascismo #resistenza #seguiteilgregge #ovino #ovinopasquale #easter #ovetto #campagnaovini2023 #ovini #pecora #sheep",14,2,None
https://www.instagram.com/p/CrdxGVYtevE/,house_of_tattoos_amsterdam,"Elegant bird made of lines.
By Sarah.
@sera.hunt 

www.houseoftattoos.nl 
 
#amsterdamtattoo 
#amsterdam
#tattooAmsterdam 
#Haarlemmerdijk
#Haarlemmerstraat 
#haarlemmerbuurtshops 
#haarlemmerbuurt
#house_of_tattoos_amsterdam 
#houseoftattoosamsterdam
#houseoftattoos
#customtattoo
#customtattoos
#sterile
#tattoo
#tattoos
#tatouage
#tatouages
#dutch
#tattooshop
#tattooshops
#tattooartist
#tattooartists
#tattooholland
#hollandtattoo
#slavaukraini
#bird",12,2,"House of Tattoos Amsterdam, Netherlands"
https://www.instagram.com/p/CrdvhA5Ph_b/,multiverse723,"#flores #flowers #flower #blooms #flowerstagram #flowerphotography #bachelor 
#flowerslovers #flowerpower #suburban  #花 #pua #blomma #tokyo #liliumlancifolium #flor #fleur #fleurs #цветок #blume #fiore #florence #bloom #bud  #ブライス #blythe  #slavaukraini",46,5,None
https://www.instagram.com/p/CrduyvBo5i5/,spditalien,"#FestaDellaLiberazione
#25aprile
#BellaCiao
#SlavaUkraini",18,0,None
https://www.instagram.com/p/CrduSQnKLle/,carloassi,"IL PRIMO VENTICINQUE APRILE

È un po' sempre il primo 25 aprile.

Il primo per chi lo vive appieno, e magari è la prima volta che si accosta a questa memoria.

Il primo per chi ha incarichi nuovi e nuove responsabilità.

Il primo in un mondo che non era quello di un anno fa.

Il primo perché non diventi ricorrenza, ma resti saldo come memoria e impegno, senza paura della verità e delle sue sfaccettature, e senza debolezze di fronte alle manipolazioni e falsificazioni di comodo.

È sempre il primo perché i suoi frutti sono sempre in pericolo in un mondo in cui non la forza, ma la debolezza delle nazioni libere è fonte di instabilità e rischio, non il contrario.

La liberazione è l'evento fondante della libertà, e la forza legittima contro le tirannie è, oggi come ieri, lo strumento per difenderla prima, ristabilirla e rinsaldarla poi. A Milano come a Bakhmut, nel secolo scorso come in questo.

Buon 25 aprile. 🇮🇹🇺🇦

#CernuscoCheBella
#Liberazione
#Libertà
#SlavaUkraini",21,0,Cernusco sul Naviglio
https://www.instagram.com/p/Crdubtmqivn/,money_trove,"2021年 烏克蘭 1000格里夫尼 紀念鈔票 🇺🇦
2021, Ukraine, 1000 Hryven Commemorative note
Size	160 × 75 mm

這張鈔票是為慶祝烏克蘭獨立30週年發行的， 該國於1991年8月24日宣布獨立。自烏克蘭獨立以來，經歷了許多挑戰與變革，無論是在經濟還是政治與外交上都有著諸多困難，這張鈔票紀念這個偉大的國家30周年。
正面為烏克蘭科學家、哲學家、自然科學家弗拉基米爾·韋爾納德斯基（Volodymyr Vernadskyi，1863-1945）。他是地球化學、生物地球化學和放射地質學科學領域的創始人，同時也是1918年創立的烏克蘭科學院的創始人和首任院長。並印有他的名言“我相信烏克蘭的美好未來“
背面為烏克蘭國家科學院的主席團大樓，該建築建於19世紀50年代，由建築師亞歷山大·貝雷蒂設計。建築物的外牆裝飾有鏽化石和閣樓裝飾元素，以及鑄鐵護欄。
-《榮耀烏克蘭》-

This banknote was issued for the 30th anniversary of Ukraine's independence, which was declared on August 24, 1991. Since Ukraine's independence, the country has experienced many challenges and changes, both in economy, politics, and diplomacy. This banknote commemorates the 30th anniversary of this great nation.
The obverse features Ukrainian scientist, philosopher, and naturalist Volodymyr Vernadskyi (1863-1945). He was the founder of the scientific fields of geochemistry, biogeochemistry, and radiogeology, and also one of the founders and the first president of the Ukrainian Academy of Sciences, established in 1918. His famous quote ""I believe in the great future of Ukraine"" is also depicted.
The reverse shows the Presidium building of the National Academy of Sciences of Ukraine, which was built in the 1850s according to a design by architect Alexander Beretti. The building's facade is decorated with rustication and an attic decorative element, as well as a cast-iron grid.

-《Slava Ukraini!》-

#slavaukraini #ukraine #commemorative #numismatics #banknote #banknotes  #2021",19,1,None
https://www.instagram.com/p/CrdrNpqoP0f/,j_aky,"Il #25aprile è sempre accompagnato da una serie infinita di polemiche ideologiche, c'è chi lo accusa d'essere una festa divisiva e ha perfettamente ragione... Il 25 è divisiva solo se sei fascista.

Non ci potrà mai essere una memoria condivisa tra chi lottò per la libertà e chi lottò per la Repubblica sociale di Salò.

La #Resistenza fu una lotta che vide dalla stessa parte anarchici, socialisti, repubblicani, comunisti, monarchici, partito d'azione, liberali e forze armate fedeli al re. C'erano tutti tranne una categoria... I fascisti ecco perché il 25 Aprile è divisivo solo se sei fascista. 

Il 25 aprile è anche la festa della rivoluzione dei garofani che nel 1974 fece crollare la dittatura di Salazar in Portogallo riportando la democrazia nel paese lusitano.
25 de Abril SEMPRE ❤️

Nel 1936 Carlo Rosselli esortava gli antifascisti italiani accorsi a difesa della Seconda Repubblica spagnola con queste parole: oggi in Spagna, domani in Italia.

Questo è il secondo 25 aprile passato con la guerra alle porte, una guerra scatenata da Putin, il 24 febbraio 2022 quando ha lanciato una barbara e criminale invasione ai danni dell'Ucraina.

Oggi, ricordando le parole di Rosselli, ci appelliamo a quei valori esortando le democrazie a non voltare le spalle a un popolo che sta lottando per la propria indipendenza e a lottare in difesa dei valori democratici!

Ieri in Spagna e Italia, oggi nelle pianure ucraine, NO PASARÁN!
#SlavaUkraini 🇺🇦🌻",44,1,None
https://www.instagram.com/p/Crdqk6GoXh_/,mr.hex2023,#Magritte#Osseltshausen#AuHallertau#Hallertau#Holledau#carsforukraine#4x4ukraine#freeukraine#europeismycountry#hexartist#supportukraine#warinukraine#slavaukraini#pietrasanta,3,0,None
https://www.instagram.com/p/CrdqQTcorIw/,jacopo_vasini,"Il #25aprile è sempre accompagnato da una serie infinita di polemiche ideologiche, c'è chi lo accusa d'essere una festa divisiva e ha perfettamente ragione... Il 25 è divisiva solo se sei fascista.

Non ci potrà mai essere una memoria condivisa tra chi lottò per la libertà e chi lottò per la Repubblica sociale di Salò.

La #Resistenza fu una lotta che vide dalla stessa parte anarchici, socialisti, repubblicani, comunisti, monarchici, partito d'azione, liberali e forze armate fedeli al re. C'erano tutti tranne una categoria... I fascisti ecco perché il 25 Aprile è divisivo solo se sei fascista. 

Il 25 aprile è anche la festa della rivoluzione dei garofani che nel 1974 fece crollare la dittatura di Salazar in Portogallo riportando la democrazia nel paese lusitano.
25 de Abril SEMPRE ❤️

Nel 1936 Carlo Rosselli esortava gli antifascisti italiani accorsi a difesa della Seconda Repubblica spagnola con queste parole: oggi in Spagna, domani in Italia.

Questo è il secondo 25 aprile passato con la guerra alle porte, una guerra scatenata da Putin, il 24 febbraio 2022 quando ha lanciato una barbara e criminale invasione ai danni dell'Ucraina.

Oggi, ricordando le parole di Rosselli, ci appelliamo a quei valori esortando le democrazie a non voltare le spalle a un popolo che sta lottando per la propria indipendenza e a lottare in difesa dei valori democratici!

Ieri in Spagna e Italia, oggi nelle pianure ucraine, NO PASARÁN!
#SlavaUkraini 🇺🇦🌻

#europe #europa #italia #italy #emiliaromagna #romagna #rimini #bellariaigeamarina #lisbona #Portugal #25aprile #25abril #liberazione #politica #politicaitaliana #liberali #radicali #RadicaliItaliani #RadicaliRimini #Ucraina🇺🇦 #ukrainewar #ukraine #Antifascismo #partigiani #25abrilsempre",22,2,Lizbona
https://www.instagram.com/p/Crdo9wMobZS/,old_cars_poland,"Ale graciwo wleci... 

#lada2101 #vaz2101 #łada2101 #ładażyguli #zyguli #oldcarspoland #lata70 #70s #kiedyśtobyło #carphotography #carspotter #carspotting #rzeszów #rzeszowcity #zawszegratem #grat #gratydająradę #slavaukraini #ukraine",123,2,Rzeszów
https://www.instagram.com/p/Crdo3j5OO_H/,sof.facepaints,Some cool stuff from last weekend when I painted at the global expo with the Ukrainian Society 🇺🇦🇺🇦 also donated 50% of tips to @u24.gov.ua #slavaukraini,36,1,None
https://www.instagram.com/p/Crdn7Hxsbgb/,paulocfm,A liberdade é para todos! #slavaukraini #fuckputin #girassois #asfloresdaliberdade #naosomosescravos,10,0,None
https://www.instagram.com/p/Crdn5IUoocL/,bikes4ukraine,"Thanks to your donations, each of this bikes can trustfully serve the dedicated volunteers and social workers in Ukraine. Bringing these bikes to Ukraine and distributing to the many disrupted communities is a challenging operation, your donations are important! You can sacrifice your morning coffee via the link in BIO or if you are from Denmark, we have also MobilePay: 340896

.
.
.
.
.
.
#slavaukraini #helpukraine #standwithukraine #bikes4ukraine #ukraine #bicycle
#ua #crowdfunding #war #bikes4ukraine #bici #bikelove #bicyclelover #cycling #cyclinglife #bicicleta #mobility #urban #bikelovers",25,0,None
https://www.instagram.com/p/CrdnR71sKGr/,runningoliver70,"☁️ Metzingen, Baden-Württemberg: Traillauf von Metzingen 🚉 nach Tübingen 🚉 über die Alb im Schneegestöber 🥶 Was hätte ich für Handschuhe gegeben! Wie die Waldarbeiter den Reutlinger Stadtwald bei Ohmenhausen zugerichtet haben, ist eine Unverschämtheit. #boycottrussiansport #achalm  #runinanyweather #laufenbeijedemwetter #laufenbeiwindundwetter #hochgehberge  #schwäbischealb #schwaebischealb #reutlingen  #runforukraine #tuebingen #slavaukraini #trailrunning #trailrunner #trailrunningtuebingen #crimeaisukraine #russiaisaterroriststate #russiacommitsgenocide #bakhmutisukraine #khersonisukraine #russiacommitsgenocideofukrainians #trailrunnertuebingen #armukrainenow #veganrunner #veganrunners #tübingen #trailrunningtübingen #trailrunnertübingen #veganrunnersgermany #razomforukraine",37,0,Eninger Weide
https://www.instagram.com/p/CrdmLtFrX82/,christopherperdiz,"Has anybody seen Cosmo?
Saw this down near Western Canada High School on my run in this morning. Let's get our boy back home! 

#stridesrunclub #NuunAmbassador #teamnuun #teamnuun2023 #muuvment #fizzingawesome #nuunlife #nuunlove #outway #squirrelsnutbutter #runyyc #yycrun #canadianrunning #firetheUCP #resignseanchu #resigndanmclean #SlavaUkraini #NuunForNature",38,8,Calgary
https://www.instagram.com/p/Crdjas3qbcZ/,exclusivedevotion,"Na comemoração destes 49 anos de Democracia e Liberdade a minha homenagem vai integralmente para a Ucrânia e todo o seu povo que luta estoicamente pela sua liberdade e autodeterminação contra uma das mais vis tiranias e ditadura opressiva de um tirano que suge infelizmente, e uma vez mais, na história da Europa como um desprezível e sanguinário déspota, cobarde como todos!#slavaukraini #25deabrilsempre",1,0,None
https://www.instagram.com/p/CrdjCnbtzRP/,maksimdonets.ua,"🥊🇺🇦 
.
.
.
#MaksimDonets #максимдонець #bodyguard #security #securityguard #military #personalbodyguard #volodymyrzelensky #volodymyrzelenskyy #volodymyrzelenskiy #zelensky #zelenskyy #zelenskiy #president #ukraine #slavaukraini #heroyamslava #ВолодимирЗеленський #stopwar #helpukraine #fckptn #СлаваУкраїні #героямслава #glorytoukraine #ruhmderukraine #standwithukraine #armukrainenow #stopputin #stoprussia #russiaisaterroriststate",428,10,None
https://www.instagram.com/p/CrdgbhZI7Qe/,flameonair,"#25aprile #ilfioredellalibertà #slavaukraini .
.
.
“Prima del confine
salva questo Amore
che cresce dappertutto
come le more selvatiche”

Viva la libertà, viva la Resistenza. Sempre.",9,0,None
https://www.instagram.com/p/CrdgVR0tWWG/,benedettodellavedova,"#Pannella diceva che il fascismo è un prodotto #madeinItaly, politico e drammatico, che abbiamo esportato nel mondo. 

Noi italiani abbiamo una ragione in più per stare accanto al popolo ucraino occupato da Putin.

Oggi al pantheon, con @piueuropa abbiamo festeggiato il #25Aprile con le associazioni partigiane e la comunità ucraina in Italia, e a #Milano con @piueuropamilano al corteo unitario per la Liberazione. 

Buon #25Aprile
Buona #FestadellaLiberazione
#SlavaUkraini",108,4,None
https://www.instagram.com/p/CrdfhJRNEg2/,le_bimbe_di_giorgia_,"Con voi fino alla fine🇺🇦
#slavaukraini",43,1,None
https://www.instagram.com/p/Crde8Y_tl8B/,itregub,Congresswoman Barbara Lee speaks for me! #AmericanCoalitionForUkraine #ukraineactionsummit #slavaukraini 🇺🇦,26,2,None
https://www.instagram.com/p/Crdev_oNSKY/,trikomir_,"Піжамка для комфорту та гарного сну.

Тканина 100% бавовна БЕЗ НАЧОСУ 

♦️44-46
♦️48-50
♦️52-54
♦️56-58

Кофта застібається на гудзики 
Штани з кишенями.Посадка штанів - середня, достатньо зручнна.

На фото розмір 44-46.

🏷️ 500 грн

Відправимо якомога швидше та зручніше для вас❤️
Виробляємо УКРАЇНСЬКЕ 🇺🇦
МИРНОГО НЕБА❤️
Все буде УКРАЇНА!❤️

#standwithukraine #ukraine #slavaukraini #мир #україна #всебудеукраїна #перемога #trikomir #трикотаж #українськийбренд #українськийодяг #українськийвиробник #славаукраїні",23,0,None
https://www.instagram.com/p/Crdd3BcOPrn/,museudomilenio,"Desenho feito pela ucraniana - Sofia Moskvisnova, 14 anos, a qual esteve como refugiada em Prudentópolis. 
Doação ao acervo do Museu do Milênio. 
 
Малюнок Софії Москвіснової з України, 14 років, яка була у м. Прудентополісі.
DIGNIDADE – ГІДНІСТЬ
LIBERDADE - СВОБОДА
#slavaukraini 
#ukrainomezstoboiu 🇺🇦🇺🇦🇺🇦",7,0,None
https://www.instagram.com/p/Crdd5Tqtj3z/,dianaseverati,"Questa mattina ho partecipato alla manifestazione per il 25 Aprile al Pantheon come coordinatrice dei Membri individuali ALDE Party e come iscritta a @piueuropa , in piazza insieme a: Associazione cristiana degli Ucraini, FIAP - Federazione Italiana Associazioni Partigiane ,  ANPC - Associazione Nazionale Partigiani Cristiani , @radicali.it , @eumans.eu , @azione.it , @italiaviva ed altri movimenti e partiti.

Il 25 aprile per troppo tempo è stata una ricorrenza associata esclusivamente o quasi alla resistenza di matrice comunista, ignorando che il movimento partigiano aveva diverse anime a cominciare da quella azionista e quella cattolica.
Il 25 aprile è la festa della liberazione dal nazifascismo e oggi è l'occasione per manifestare per la liberazione dell'Ucraina dal regime Putin.
È la festa della libertà. È la festa di chi si oppone ai regimi autoritari e crede nei valori liberaldemocratici, nella tutela dei diritti, nella non discriminazione che ALDE ed i suoi iscritti individuali e partiti membri incarnano.

#25aprile #slavaukraini

@piueuropacittadiroma",13,0,Piazza Della Rotonda - Roma
https://www.instagram.com/p/CrddfoituPT/,trikomir_,"Піжамка 44-46р Ф-ка з друкованим малюнком.
💯 Бавовна 

✅ Ціна – 199
Розміри 44-46

Шорти на резинці з кишенями.
На фото 46р.
Відправимо якомога швидше та зручніше для вас❤️
Виробляємо УКРАЇНСЬКЕ 🇺🇦🇺🇦
МИРНОГО НЕБА❤️
Все буде УКРАЇНА!❤️ 

#standwithukraine #ukraine #slavaukraini #мир #україна #спортивнийкостюм #дитячийкостюм #трикомир #трикотаж #українськийбренд #українськийодяг #українськийвиробник #славаукраїні",17,0,None
https://www.instagram.com/p/CrddDpGNpEy/,trikomir_,"Піжамка 44-46р Ф-ка з друкованим малюнком.
💯 Бавовна 

✅ Ціна – 199 грн.❤️
Розміри:44-46

Шорти на резинці з кишенями.
На фото 46р.
Відправимо якомога швидше та зручніше для вас❤️
Виробляємо УКРАЇНСЬКЕ 🇺🇦🇺🇦
МИРНОГО НЕБА❤️
Все буде УКРАЇНА!❤️ 

#standwithukraine #ukraine #slavaukraini #мир #україна #спортивнийкостюм #дитячийкостюм #трикомир #трикотаж #українськийбренд #українськийодяг #українськийвиробник #славаукраїні",14,0,None
https://www.instagram.com/p/CrdcF8sgrCt/,accelerate_ai_development,"https://t.me/Russian_OSINT

#putinisawarcriminal #slavaukraini #russiaisaterroriststate",2,0,None
